valor,inicio,num_apostas,valorApostado,valorGanho,diferenca,result,minutos_decorridos,dia,mes,dia_da_semana
2.89,1754254705,4040,24889.88,-21055.0,3834.88,1,1078,3,8,6
1.62,1754254731,4752,35018.93,-4480.28,30538.65,0,1078,3,8,6
1.85,1754254748,4090,27991.81,-6553.77,21438.04,0,1079,3,8,6
2.04,1754254765,4449,35844.3,-16815.16,19029.14,1,1079,3,8,6
6.33,1754254788,3974,25336.89,-47490.09,-22153.2,1,1079,3,8,6
1.99,1754254819,4501,27659.61,-6635.12,21024.49,0,1080,3,8,6
1.0,1754254838,4172,30100.44,-0.0,30100.44,0,1080,3,8,6
2.71,1754254849,4203,30769.51,-21351.51,9418.0,1,1080,3,8,6
2.26,1754254874,4409,33554.59,-20662.63,12891.96,1,1081,3,8,6
2.6,1754254894,3956,23927.18,-16387.91,7539.27,1,1081,3,8,6
1.34,1754254917,4266,30949.77,-2005.19,28944.58,0,1081,3,8,6
2.25,1754254932,3716,26555.28,-16178.6,10376.68,1,1082,3,8,6
16.55,1754254951,4055,22828.54,-63624.67,-40796.13,1,1082,3,8,6
3.02,1754254995,4305,26862.3,-25044.2,1818.1,1,1083,3,8,6
1.3,1754255021,4111,24144.43,-1338.58,22805.85,0,1083,3,8,6
1.18,1754255032,4075,27108.84,-558.92,26549.92,0,1083,3,8,6
3.24,1754255046,3736,23103.46,-26781.17,-3677.71,1,1084,3,8,6
1.6,1754255070,4356,29162.17,-4509.25,24652.92,0,1084,3,8,6
1.0,1754255088,3896,23166.64,-0.0,23166.64,0,1084,3,8,6
1.44,1754255099,3852,28593.15,-1292.94,27300.21,0,1084,3,8,6
1.53,1754255116,3488,27835.23,-2763.7,25071.53,0,1085,3,8,6
3.04,1754255131,3254,22840.57,-22740.0,100.57,1,1085,3,8,6
1.0,1754255154,3459,21569.97,-0.0,21569.97,0,1085,3,8,6
1.71,1754255165,2993,31092.69,-3704.52,27388.17,0,1086,3,8,6
2.57,1754255183,2956,26241.52,-22429.95,3811.57,1,1086,3,8,6
1.04,1754255205,2987,33425.77,-4660.79,28764.98,0,1086,3,8,6
4.27,1754255215,2615,30213.33,-44237.38,-14024.05,1,1086,3,8,6
20.51,1754255242,2850,27263.73,-92259.12,-64995.39,1,1087,3,8,6
1.2,1754255290,3459,25289.17,-750.68,24538.49,0,1088,3,8,6
2.07,1754255304,3198,25435.97,-12921.85,12514.12,1,1088,3,8,6
1.23,1754255323,3376,24007.65,-837.68,23169.97,0,1088,3,8,6
2.01,1754255335,3215,24798.7,-14867.45,9931.25,1,1088,3,8,6
1.4,1754255356,2799,28767.47,-2029.57,26737.9,0,1089,3,8,6
2.16,1754255372,3067,27735.88,-24444.13,3291.75,1,1089,3,8,6
2.59,1754255392,2541,28762.06,-24825.33,3936.73,1,1089,3,8,6
1.69,1754255415,2899,35056.82,-7333.99,27722.83,0,1090,3,8,6
3.98,1754255432,2871,33926.33,-48520.97,-14594.64,1,1090,3,8,6
1.37,1754255460,3006,22184.77,-1461.24,20723.53,0,1091,3,8,6
3.53,1754255473,2911,38548.62,-54807.46,-16258.84,1,1091,3,8,6
6.42,1754255500,2600,32143.48,-58859.4,-26715.92,1,1091,3,8,6
6.12,1754255532,3077,22079.73,-41920.05,-19840.32,1,1092,3,8,6
2.08,1754255563,3369,25802.96,-8369.21,17433.75,1,1092,3,8,6
1.41,1754255583,3198,23477.52,-2171.47,21306.05,0,1093,3,8,6
2.42,1754255597,3102,22156.26,-17498.93,4657.33,1,1093,3,8,6
3.1,1754255618,3329,22046.48,-26538.43,-4491.95,1,1093,3,8,6
1.55,1754255643,3423,25471.87,-2973.58,22498.29,0,1094,3,8,6
2.94,1754255661,3226,25218.01,-29305.63,-4087.62,1,1094,3,8,6
1.75,1754255682,3327,24103.87,-5315.39,18788.48,0,1094,3,8,6
1.37,1754255701,3248,26420.89,-2385.05,24035.84,0,1095,3,8,6
1.16,1754255713,2751,30625.04,-1266.07,29358.97,0,1095,3,8,6
1.93,1754255726,2405,24801.6,-5901.85,18899.75,0,1095,3,8,6
2.94,1754255745,2527,32824.41,-39517.52,-6693.11,1,1095,3,8,6
2.49,1754255768,2732,32865.16,-30044.87,2820.29,1,1096,3,8,6
1.0,1754255789,2831,34934.54,-0.0,34934.54,0,1096,3,8,6
3.19,1754255800,2418,31825.21,-40769.54,-8944.33,1,1096,3,8,6
1.13,1754255825,2737,31510.86,-433.07,31077.79,0,1097,3,8,6
1.76,1754255836,2508,34044.99,-7014.17,27030.82,0,1097,3,8,6
2.37,1754255855,2424,30560.84,-28540.87,2019.97,1,1097,3,8,6
5.45,1754255877,2459,29407.42,-50367.5,-20960.08,1,1097,3,8,6
1.22,1754255907,2618,27853.05,-909.34,26943.71,0,1098,3,8,6
11.18,1754255921,2306,22166.81,-57999.27,-35832.46,1,1098,3,8,6
5.41,1754255961,2768,28207.13,-57846.76,-29639.63,1,1099,3,8,6
1.87,1754255992,2704,27386.89,-8607.82,18779.07,0,1099,3,8,6
1.67,1754256010,2858,31445.25,-8664.06,22781.19,0,1100,3,8,6
1.43,1754256029,2817,31015.97,-2959.06,28056.91,0,1100,3,8,6
1.51,1754256043,2649,30662.4,-4063.13,26599.27,0,1100,3,8,6
1.0,1754256058,2528,30188.57,-0.0,30188.57,0,1100,3,8,6
1.05,1754256068,2340,30438.12,-2410.85,28027.27,0,1101,3,8,6
1.61,1754256079,2089,24163.54,-3940.04,20223.5,0,1101,3,8,6
1.07,1754256095,2077,27800.96,-13.13,27787.83,0,1101,3,8,6
1.17,1754256105,1823,52335.26,-538.18,51797.08,0,1101,3,8,6
2.08,1754256119,1621,41570.61,-18906.67,22663.94,1,1101,3,8,6
1.16,1754256137,1977,50431.05,-699.85,49731.2,0,1102,3,8,6
2.07,1754256150,1632,48766.81,-20839.52,27927.29,1,1102,3,8,6
1.87,1754256168,1642,46965.77,-11477.49,35488.28,0,1102,3,8,6
1.19,1754256186,1866,54835.81,-1011.24,53824.57,0,1103,3,8,6
3.3,1754256197,1587,46749.03,-47486.9,-737.87,1,1103,3,8,6
4.41,1754256222,1775,47798.57,-73342.77,-25544.2,1,1103,3,8,6
1.87,1754256251,1967,45913.11,-12121.11,33792.0,0,1104,3,8,6
1.0,1754256270,1893,42624.85,-0.0,42624.85,0,1104,3,8,6
5.06,1754256280,1864,54395.0,-88177.13,-33782.13,1,1104,3,8,6
1.12,1754256311,2197,25085.09,-359.77,24725.32,0,1105,3,8,6
1.0,1754256323,1798,38952.78,-0.0,38952.78,0,1105,3,8,6
1.66,1754256333,1869,50731.14,-8720.64,42010.5,0,1105,3,8,6
5.07,1754256349,1701,43245.98,-65795.47,-22549.49,1,1105,3,8,6
4.79,1754256380,1838,36654.13,-53091.56,-16437.43,1,1106,3,8,6
35.67,1754256409,2041,25406.02,-76899.94,-51493.92,1,1106,3,8,6
2.22,1754256461,2266,26969.23,-10957.26,16011.97,1,1107,3,8,6
2.86,1754256483,2154,23475.31,-23095.46,379.85,1,1108,3,8,6
5.73,1754256505,2329,25512.07,-46546.49,-21034.42,1,1108,3,8,6
1.75,1754256538,2438,27542.86,-6067.89,21474.97,0,1108,3,8,6
3.68,1754256556,2211,25999.78,-29534.77,-3534.99,1,1109,3,8,6
1.19,1754256582,2576,28870.63,-420.73,28449.9,0,1109,3,8,6
1.53,1754256597,2448,28114.75,-1520.9,26593.85,0,1109,3,8,6
6.87,1754256613,2253,26235.12,-55379.38,-29144.26,1,1110,3,8,6
3.5,1754256648,2537,28748.53,-31795.98,-3047.45,1,1110,3,8,6
4.27,1754256674,2528,28058.65,-43181.78,-15123.13,1,1111,3,8,6
1.49,1754256703,2774,30082.31,-4206.13,25876.18,0,1111,3,8,6
2.05,1754256719,2363,22599.64,-9078.33,13521.31,1,1111,3,8,6
1.47,1754256737,2630,29127.4,-4040.37,25087.03,0,1112,3,8,6
10.05,1754256754,2502,34761.5,-78480.38,-43718.88,1,1112,3,8,6
2.86,1754256794,2623,25413.5,-18722.4,6691.1,1,1113,3,8,6
2.8,1754256817,2656,28414.03,-28583.86,-169.83,1,1113,3,8,6
3.73,1754256842,2766,33370.04,-47840.31,-14470.27,1,1114,3,8,6
1.07,1754256868,2858,31382.17,-162.19,31219.98,0,1114,3,8,6
181.24,1754256883,2474,28283.01,-121756.97,-93473.96,1,1114,3,8,6
5.7,1754256955,3003,21834.09,-41542.7,-19708.61,1,1115,3,8,6
1.91,1754256983,3116,19777.68,-3999.05,15778.63,0,1116,3,8,6
3.08,1754257003,2919,30582.99,-33084.17,-2501.18,1,1116,3,8,6
1.81,1754257029,3102,25570.67,-7148.57,18422.1,0,1117,3,8,6
1.21,1754257045,3185,28295.2,-916.1,27379.1,0,1117,3,8,6
5.99,1754257062,2699,33873.79,-69510.37,-35636.58,1,1117,3,8,6
1.28,1754257097,3190,19667.75,-1238.04,18429.71,0,1118,3,8,6
4.56,1754257112,2758,32540.34,-52342.03,-19801.69,1,1118,3,8,6
1.5,1754257140,2830,26010.64,-3531.04,22479.6,0,1119,3,8,6
2.95,1754257156,3174,27063.98,-27959.37,-895.39,1,1119,3,8,6
1.04,1754257179,2718,32983.75,-248.34,32735.41,0,1119,3,8,6
1.23,1754257190,3001,25641.05,-616.99,25024.06,0,1119,3,8,6
12.71,1754257202,2675,34419.57,-87273.16,-52853.59,1,1120,3,8,6
4.94,1754257246,3037,23110.15,-38938.81,-15828.66,1,1120,3,8,6
12.43,1754257273,3065,17617.55,-48389.93,-30772.38,1,1121,3,8,6
1.71,1754257315,3323,20267.84,-3580.95,16686.89,0,1121,3,8,6
18.16,1754257331,2960,33175.84,-96954.47,-63778.63,1,1122,3,8,6
2.03,1754257379,3468,21401.2,-8166.33,13234.87,1,1122,3,8,6
7.92,1754257396,3343,26359.02,-52914.27,-26555.25,1,1123,3,8,6
3.96,1754257432,3454,23051.58,-28394.34,-5342.76,1,1123,3,8,6
1.1,1754257462,3556,27086.12,-206.56,26879.56,0,1124,3,8,6
1.21,1754257474,3134,24626.96,-204.6,24422.36,0,1124,3,8,6
3.7,1754257490,2912,31784.43,-40152.67,-8368.24,1,1124,3,8,6
2.73,1754257519,3582,24488.61,-23642.67,845.94,1,1125,3,8,6
6.28,1754257541,3467,23387.85,-46601.2,-23213.35,1,1125,3,8,6
2.01,1754257572,3693,28235.38,-9498.08,18737.3,1,1126,3,8,6
2.25,1754257594,3416,20893.63,-11481.65,9411.98,1,1126,3,8,6
1.03,1754257614,3554,25875.28,-21.12,25854.16,0,1126,3,8,6
2.55,1754257624,2816,28986.35,-21138.47,7847.88,1,1127,3,8,6
1.02,1754257662,3370,22795.41,-35.41,22760.0,0,1127,3,8,6
2.15,1754257673,2769,29100.95,-17486.76,11614.19,1,1127,3,8,6
1.56,1754257694,2628,27531.87,-3399.87,24132.0,0,1128,3,8,6
71.95,1754257711,2896,37887.0,-133246.9,-95359.9,1,1128,3,8,6
1.35,1754257773,3046,17092.35,-414.61,16677.74,0,1129,3,8,6
2.85,1754257788,3036,20127.54,-19505.77,621.77,1,1129,3,8,6
6.52,1754257812,2803,26900.17,-53039.71,-26139.54,1,1130,3,8,6
1.35,1754257846,3369,21417.49,-876.51,20540.98,0,1130,3,8,6
5.83,1754257862,3167,22135.64,-47248.26,-25112.62,1,1131,3,8,6
1.37,1754257894,3407,19857.51,-1385.99,18471.52,0,1131,3,8,6
2.67,1754257907,3397,21769.66,-18282.74,3486.92,1,1131,3,8,6
1.5,1754257932,2950,28471.51,-4045.62,24425.89,0,1132,3,8,6
1.55,1754257948,3470,24428.02,-3321.11,21106.91,0,1132,3,8,6
7.97,1754257966,3115,21069.4,-48602.19,-27532.79,1,1132,3,8,6
3.49,1754258003,3301,19222.7,-24266.58,-5043.88,1,1133,3,8,6
3.93,1754258029,3162,17076.21,-28120.82,-11044.61,1,1133,3,8,6
4.73,1754258056,3452,26005.14,-44774.3,-18769.16,1,1134,3,8,6
1.52,1754258083,3482,22915.77,-1468.05,21447.72,0,1134,3,8,6
1.26,1754258099,3000,27967.45,-1914.91,26052.54,0,1134,3,8,6
1.2,1754258112,2966,30897.67,-465.23,30432.44,0,1135,3,8,6
1.32,1754258124,2712,25958.78,-2176.92,23781.86,0,1135,3,8,6
1.72,1754258140,2606,27723.62,-6883.45,20840.17,0,1135,3,8,6
1.0,1754258155,2612,28330.39,-0.0,28330.39,0,1135,3,8,6
19.13,1754258166,2167,30624.35,-94132.7,-63508.35,1,1136,3,8,6
5.39,1754258220,2927,33721.16,-67421.82,-33700.66,1,1137,3,8,6
1.47,1754258251,3038,19339.09,-1623.03,17716.06,0,1137,3,8,6
1.01,1754258266,2628,32134.31,-0.0,32134.31,0,1137,3,8,6
1.37,1754258278,2407,29741.84,-877.24,28864.6,0,1137,3,8,6
10.61,1754258292,2313,23659.46,-66962.76,-43303.3,1,1138,3,8,6
1.75,1754258332,2981,37614.5,-7977.11,29637.39,0,1138,3,8,6
19.52,1754258350,2634,28383.36,-84420.37,-56037.01,1,1139,3,8,6
13.0,1754258397,2753,30463.65,-76200.4,-45736.75,1,1139,3,8,6
1.23,1754258436,3026,22621.24,-206.31,22414.93,0,1140,3,8,6
2.43,1754258448,2657,30439.4,-19832.78,10606.62,1,1140,3,8,6
2.78,1754258471,2926,34441.36,-33613.45,827.91,1,1141,3,8,6
2.79,1754258492,2832,35173.94,-39474.14,-4300.2,1,1141,3,8,6
3.09,1754258516,3052,21853.21,-26273.13,-4419.92,1,1141,3,8,6
23.77,1754258540,3072,24617.88,-69166.86,-44548.98,1,1142,3,8,6
3128.74,1754258589,3113,23939.27,-108852.86,-84913.59,1,1143,3,8,6
1.72,1754258700,3184,23998.63,-3077.36,20921.27,0,1145,3,8,6
1.57,1754258722,2773,33391.05,-3992.94,29398.11,0,1145,3,8,6
1.03,1754258736,2550,35342.88,-31.68,35311.2,0,1145,3,8,6
3.37,1754258746,2232,26673.77,-29782.38,-3108.61,1,1145,3,8,6
1.77,1754258769,3014,21629.71,-3272.66,18357.05,0,1146,3,8,6
1.09,1754258788,2741,31628.9,-155.31,31473.59,0,1146,3,8,6
23.57,1754258801,2353,24648.24,-89355.6,-64707.36,1,1146,3,8,6
2.46,1754258849,3109,23133.04,-17006.73,6126.31,1,1147,3,8,6
1.13,1754258868,2974,31986.07,-76.43,31909.64,0,1147,3,8,6
13.21,1754258881,2634,28926.75,-77041.05,-48114.3,1,1148,3,8,6
1.22,1754258923,3281,20923.53,-838.81,20084.72,0,1148,3,8,6
1.06,1754258938,3107,25813.4,-3.12,25810.28,0,1148,3,8,6
1.0,1754258946,2882,31297.07,-0.0,31297.07,0,1149,3,8,6
5.98,1754258958,2719,36446.14,-67936.87,-31490.73,1,1149,3,8,6
6.68,1754258989,3101,21145.6,-41848.43,-20702.83,1,1149,3,8,6
4.31,1754259023,3247,22382.18,-33762.85,-11380.67,1,1150,3,8,6
1.38,1754259053,3270,23678.17,-1063.32,22614.85,0,1150,3,8,6
2.0,1754259065,2730,33490.66,-9072.9,24417.76,1,1151,3,8,6
3.75,1754259085,3159,21965.93,-31498.74,-9532.81,1,1151,3,8,6
53.14,1754259114,3316,26365.71,-96585.8,-70220.09,1,1151,3,8,6
1.05,1754259174,3329,25479.82,-40.62,25439.2,0,1152,3,8,6
4.67,1754259185,2962,31133.94,-47239.16,-16105.22,1,1153,3,8,6
1.04,1754259217,3511,22639.3,-37.92,22601.38,0,1153,3,8,6
1.72,1754259229,3340,22742.7,-3229.25,19513.45,0,1153,3,8,6
1.69,1754259248,3146,23551.67,-2796.23,20755.44,0,1154,3,8,6
1.11,1754259259,3057,26487.2,-259.99,26227.21,0,1154,3,8,6
1.79,1754259271,2675,32322.45,-5929.82,26392.63,0,1154,3,8,6
1.32,1754259291,2770,35900.12,-1040.25,34859.87,0,1154,3,8,6
2.28,1754259304,2509,32961.94,-17764.33,15197.61,1,1155,3,8,6
4.71,1754259324,3044,28505.33,-43920.09,-15414.76,1,1155,3,8,6
3.07,1754259376,3179,22926.84,-25682.89,-2756.05,1,1156,3,8,6
1.0,1754259401,3131,24646.64,-0.0,24646.64,0,1156,3,8,6
25.92,1754259410,2721,34339.58,-129952.16,-95612.58,1,1156,3,8,6
1.89,1754259462,3167,21536.48,-5026.06,16510.42,0,1157,3,8,6
1.03,1754259481,3099,25525.36,-1289.69,24235.67,0,1158,3,8,6
3.96,1754259490,2708,40018.59,-46703.59,-6685.0,1,1158,3,8,6
2.03,1754259520,3152,27042.83,-8659.99,18382.84,1,1158,3,8,6
2.05,1754259541,2996,41126.6,-20207.78,20918.82,1,1159,3,8,6
1.0,1754259563,3080,24474.29,-0.0,24474.29,0,1159,3,8,6
2.52,1754259571,2724,35722.46,-24150.15,11572.31,1,1159,3,8,6
13.84,1754259591,2985,40648.77,-111544.09,-70895.32,1,1159,3,8,6
2.93,1754259635,3054,20476.07,-17315.6,3160.47,1,1160,3,8,6
1.1,1754259655,2922,33129.45,-196.29,32933.16,0,1160,3,8,6
27.1,1754259672,2810,33433.02,-121063.11,-87630.09,1,1161,3,8,6
1.61,1754259723,3203,22800.61,-3025.88,19774.73,0,1162,3,8,6
1.05,1754259739,3021,28002.88,-7.22,27995.66,0,1162,3,8,6
1.26,1754259747,2769,35886.51,-1320.78,34565.73,0,1162,3,8,6
5.02,1754259761,2619,34222.62,-48188.53,-13965.91,1,1162,3,8,6
1.02,1754259795,3069,26856.3,-2162.8,24693.5,0,1163,3,8,6
1.87,1754259805,2733,33863.91,-6514.62,27349.29,0,1163,3,8,6
1.48,1754259824,2745,34036.99,-3311.45,30725.54,0,1163,3,8,6
54.46,1754259837,2795,39109.77,-160880.63,-121770.86,1,1163,3,8,6
6.79,1754259898,2819,31343.55,-60402.69,-29059.14,1,1164,3,8,6
1.69,1754259932,2952,38044.29,-5043.02,33001.27,0,1165,3,8,6
27.17,1754259951,2694,31072.74,-110185.91,-79113.17,1,1165,3,8,6
1.78,1754260002,3094,24438.05,-5396.31,19041.74,0,1166,3,8,6
1.41,1754260018,2995,40851.38,-3045.63,37805.75,0,1166,3,8,6
1.66,1754260036,2831,41373.76,-9185.63,32188.13,0,1167,3,8,6
1.83,1754260049,2907,40365.49,-12262.92,28102.57,0,1167,3,8,6
1.84,1754260069,2886,37350.29,-12449.88,24900.41,0,1167,3,8,6
2.25,1754260090,2791,41915.4,-21659.91,20255.49,1,1168,3,8,6
1.64,1754260111,2958,35222.65,-5814.36,29408.29,0,1168,3,8,6
2.39,1754260131,2686,34028.73,-22254.61,11774.12,1,1168,3,8,6
1.2,1754260153,2570,34348.06,-1119.67,33228.39,0,1169,3,8,6
1.11,1754260168,2692,38297.74,-186.78,38110.96,0,1169,3,8,6
11.64,1754260187,2338,30449.59,-80439.63,-49990.04,1,1169,3,8,6
1.48,1754260227,2667,36525.21,-1716.42,34808.79,0,1170,3,8,6
1.16,1754260243,2506,29327.13,-653.66,28673.47,0,1170,3,8,6
1.0,1754260261,2578,34430.58,-0.0,34430.58,0,1171,3,8,6
1.34,1754260273,2364,36912.2,-1515.83,35396.37,0,1171,3,8,6
2.02,1754260289,2172,27040.35,-5678.3,21362.05,1,1171,3,8,6
1.18,1754260310,2309,30728.75,-128.19,30600.56,0,1171,3,8,6
2.87,1754260325,1993,52119.26,-42166.76,9952.5,1,1172,3,8,6
2.93,1754260347,2024,25798.64,-24182.95,1615.69,1,1172,3,8,6
1.48,1754260368,2268,26879.31,-1553.49,25325.82,0,1172,3,8,6
29.28,1754260383,2092,29000.29,-98526.27,-69525.98,1,1173,3,8,6
5.57,1754260433,2258,27154.52,-39998.94,-12844.42,1,1173,3,8,6
1.2,1754260467,2260,28566.7,-368.05,28198.65,0,1174,3,8,6
1.1,1754260476,2241,30041.91,-431.49,29610.42,0,1174,3,8,6
4.84,1754260489,2092,29209.44,-44978.78,-15769.34,1,1174,3,8,6
5.4,1754260517,2454,29335.65,-52384.51,-23048.86,1,1175,3,8,6
1.17,1754260550,2377,26594.04,-298.16,26295.88,0,1175,3,8,6
1.31,1754260563,2156,28212.36,-832.4,27379.96,0,1176,3,8,6
2.05,1754260576,2325,35246.66,-14260.23,20986.43,1,1176,3,8,6
1.53,1754260593,2407,34844.54,-2961.14,31883.4,0,1176,3,8,6
42.6,1754260612,2172,32127.03,-120099.91,-87972.88,1,1176,3,8,6
5.64,1754260666,2340,28645.33,-44170.94,-15525.61,1,1177,3,8,6
1.57,1754260695,2317,27767.91,-4399.13,23368.78,0,1178,3,8,6
18.7,1754260714,2305,33047.83,-87504.5,-54456.67,1,1178,3,8,6
2.67,1754260760,2571,30907.17,-17395.14,13512.03,1,1179,3,8,6
1.97,1754260782,2331,34512.64,-9869.37,24643.27,0,1179,3,8,6
2.09,1754260801,2616,38495.07,-20171.42,18323.65,1,1180,3,8,6
3.2,1754260821,2604,38221.14,-38832.84,-611.7,1,1180,3,8,6
1.55,1754260843,2537,36060.05,-6442.13,29617.92,0,1180,3,8,6
1.73,1754260860,2584,38814.01,-7876.45,30937.56,0,1181,3,8,6
2.36,1754260876,2502,39251.27,-27265.33,11985.94,1,1181,3,8,6
1.38,1754260897,2622,36698.12,-1472.65,35225.47,0,1181,3,8,6
1.08,1754260912,2309,33886.69,-606.79,33279.9,0,1181,3,8,6
2.74,1754260925,2303,35877.26,-31647.11,4230.15,1,1182,3,8,6
1.25,1754260944,2279,37753.34,-670.47,37082.87,0,1182,3,8,6
1.13,1754260957,2081,31204.0,-1123.75,30080.25,0,1182,3,8,6
1.67,1754260971,2176,38457.29,-9137.98,29319.31,0,1182,3,8,6
3.04,1754260986,2050,37343.18,-37179.09,164.09,1,1183,3,8,6
2.22,1754261012,2117,37585.39,-21658.58,15926.81,1,1183,3,8,6
3.89,1754261028,2175,38899.59,-44540.76,-5641.17,1,1183,3,8,6
4.58,1754261057,2209,31428.29,-43471.18,-12042.89,1,1184,3,8,6
1.81,1754261084,2339,30241.07,-7327.39,22913.68,0,1184,3,8,6
9.2,1754261105,2124,32701.75,-55933.06,-23231.31,1,1185,3,8,6
1.38,1754261141,2446,36691.76,-1803.24,34888.52,0,1185,3,8,6
1.52,1754261156,2356,39861.56,-1982.99,37878.57,0,1185,3,8,6
2.26,1754261171,2202,36945.28,-25394.9,11550.38,1,1186,3,8,6
4.97,1754261191,2303,36109.56,-52969.43,-16859.87,1,1186,3,8,6
1.21,1754261223,2320,27760.96,-479.81,27281.15,0,1187,3,8,6
1.5,1754261238,1999,53055.75,-4619.74,48436.01,0,1187,3,8,6
1.0,1754261254,2207,31739.55,-0.0,31739.55,0,1187,3,8,6
80.13,1754261263,1930,60826.52,-234602.42,-173775.9,1,1187,3,8,6
1.3,1754261327,2221,34460.74,-1328.48,33132.26,0,1188,3,8,6
1.46,1754261338,1976,62911.77,-2763.96,60147.81,0,1188,3,8,6
1.51,1754261354,1868,54759.98,-5417.14,49342.84,0,1189,3,8,6
1.36,1754261373,2054,33759.45,-1657.72,32101.73,0,1189,3,8,6
7.97,1754261381,1862,61571.9,-129470.32,-67898.42,1,1189,3,8,6
1.09,1754261417,2143,28544.03,-171.21,28372.82,0,1190,3,8,6
6.08,1754261429,1928,55768.65,-111631.51,-55862.86,1,1190,3,8,6
1.5,1754261462,2006,29987.47,-2304.9,27682.57,0,1191,3,8,6
4.08,1754261472,2201,30770.85,-45319.59,-14548.74,1,1191,3,8,6
3.17,1754261502,1923,56556.07,-62865.28,-6309.21,1,1191,3,8,6
1.19,1754261528,2226,32866.98,-705.98,32161.0,0,1192,3,8,6
2.17,1754261538,2087,33064.35,-17461.56,15602.79,1,1192,3,8,6
1.0,1754261555,2199,35807.34,-0.0,35807.34,0,1192,3,8,6
1.47,1754261566,2111,32985.34,-2228.9,30756.44,0,1192,3,8,6
1.31,1754261582,2003,32526.78,-1141.21,31385.57,0,1193,3,8,6
1.0,1754261596,1765,61360.93,-0.0,61360.93,0,1193,3,8,6
1.07,1754261607,1635,61167.65,-3804.36,57363.29,0,1193,3,8,6
3.41,1754261621,1447,53784.65,-49963.27,3821.38,1,1193,3,8,6
1.31,1754261641,1694,52031.25,-1172.51,50858.74,0,1194,3,8,6
3.42,1754261656,1515,49417.59,-52525.9,-3108.31,1,1194,3,8,6
1.58,1754261680,1506,43378.38,-5662.64,37715.74,0,1194,3,8,6
3.15,1754261697,1520,52147.4,-49388.79,2758.61,1,1194,3,8,6
2.81,1754261738,1552,42564.51,-34559.12,8005.39,1,1195,3,8,6
1.09,1754261762,1634,44467.87,-940.2,43527.67,0,1196,3,8,6
3.77,1754261773,1470,38386.91,-44825.28,-6438.37,1,1196,3,8,6
1.03,1754261799,1680,56656.24,-10.4,56645.84,0,1196,3,8,6
1.41,1754261808,1678,65589.48,-5140.44,60449.04,0,1196,3,8,6
2.63,1754261825,1511,50395.92,-41427.35,8968.57,1,1197,3,8,6
2.66,1754261846,1515,49284.11,-42758.49,6525.62,1,1197,3,8,6
1.47,1754261869,1521,42130.92,-5167.74,36963.18,0,1197,3,8,6
2.53,1754261884,1388,43073.72,-37671.47,5402.25,1,1198,3,8,6
1.13,1754261903,1532,44523.05,-494.48,44028.57,0,1198,3,8,6
1.07,1754261917,1448,56377.12,-176.49,56200.63,0,1198,3,8,6
1.25,1754261927,1296,52840.96,-2176.77,50664.19,0,1198,3,8,6
2.36,1754261937,1154,45073.48,-37609.22,7464.26,1,1198,3,8,6
3.99,1754261959,1291,49107.46,-72534.22,-23426.76,1,1199,3,8,6
5.65,1754261985,1394,46630.74,-89445.53,-42814.79,1,1199,3,8,6
1.46,1754262018,1516,42745.64,-5313.14,37432.5,0,1200,3,8,6
1.01,1754262033,1352,46607.48,-0.0,46607.48,0,1200,3,8,6
2.82,1754262042,1290,44050.77,-36910.37,7140.4,1,1200,3,8,6
1.22,1754262064,1495,41212.19,-1492.6,39719.59,0,1201,3,8,6
1.24,1754262079,1289,35501.6,-2229.84,33271.76,0,1201,3,8,6
2.38,1754262094,1275,47620.71,-35745.59,11875.12,1,1201,3,8,6
21.04,1754262112,1220,35007.88,-96131.96,-61124.08,1,1201,3,8,6
1.04,1754262164,1477,44263.61,-53.57,44210.04,0,1202,3,8,6
2.24,1754262174,1296,37900.43,-19072.92,18827.51,1,1202,3,8,6
1.47,1754262191,1470,46652.05,-3878.33,42773.72,0,1203,3,8,6
7.35,1754262208,1409,50465.51,-86372.7,-35907.19,1,1203,3,8,6
13.4,1754262243,1381,35618.88,-86299.48,-50680.6,1,1204,3,8,6
2.41,1754262281,1531,35557.22,-21322.48,14234.74,1,1204,3,8,6
2.38,1754262311,1581,43071.84,-30265.47,12806.37,1,1205,3,8,6
1.29,1754262325,1676,47183.25,-3907.6,43275.65,0,1205,3,8,6
2.45,1754262339,1505,42433.52,-33002.48,9431.04,1,1205,3,8,6
1.6,1754262357,1660,44471.83,-8855.96,35615.87,0,1205,3,8,6
7.15,1754262378,1631,49239.75,-96481.37,-47241.62,1,1206,3,8,6
2.2,1754262406,1579,40945.76,-20596.72,20349.04,1,1206,3,8,6
2.99,1754262425,1623,44955.16,-46860.84,-1905.68,1,1207,3,8,6
2.72,1754262448,1691,56238.2,-60696.18,-4457.98,1,1207,3,8,6
3.01,1754262472,1701,51986.13,-59072.74,-7086.61,1,1207,3,8,6
628.81,1754262498,1723,55711.04,-241894.07,-186183.03,1,1208,3,8,6
1.14,1754262587,1761,46342.27,-425.47,45916.8,0,1209,3,8,6
3.15,1754262598,1511,42170.94,-39797.59,2373.35,1,1209,3,8,6
3.71,1754262619,1771,58007.18,-81451.95,-23444.77,1,1210,3,8,6
2.81,1754262650,1860,61041.54,-61311.16,-269.62,1,1210,3,8,6
1.61,1754262670,1853,56862.61,-6767.63,50094.98,0,1211,3,8,6
1.65,1754262686,1780,57548.11,-11694.51,45853.6,0,1211,3,8,6
