valor,inicio,num_apostas,valorApostado,valorGanho,diferenca,result,minutos_decorridos,dia,mes,dia_da_semana
1.9,1754193364,2923,32354.21,-10052.47,22301.74,0,56,3,8,6
3.68,1754193386,3264,27710.25,-39338.26,-11628.01,1,56,3,8,6
2.13,1754193408,3652,28569.78,-17822.63,10747.15,1,56,3,8,6
1.47,1754193427,3518,27192.45,-2889.16,24303.29,0,57,3,8,6
198.72,1754193443,3001,20860.67,-80856.45,-59995.78,1,57,3,8,6
3.34,1754193521,3579,25043.07,-29516.86,-4473.79,1,58,3,8,6
2.66,1754193544,3346,22675.11,-19587.8,3087.31,1,59,3,8,6
1.52,1754193571,26,11895020.6,-2252963.69,9642056.91,0,59,3,8,6
2.9,1754193599,3219,29309.62,-31143.24,-1833.62,1,59,3,8,6
5.1,1754193617,3710,32196.39,-55820.94,-23624.55,1,60,3,8,6
2.25,1754193652,3833,29624.64,-23450.72,6173.92,1,60,3,8,6
1.77,1754193670,3571,27077.08,-4631.14,22445.94,0,61,3,8,6
1.6,1754193684,5518,63583.17,-14367.52,49215.65,0,61,3,8,6
1.04,1754193711,2170,60099.29,-76.0,60023.29,0,61,3,8,6
3.36,1754193720,3176,29318.19,-39708.55,-10390.36,1,62,3,8,6
2.45,1754193738,3934,32488.55,-37285.65,-4797.1,1,62,3,8,6
1.45,1754193764,3657,31595.1,-2664.26,28930.84,0,62,3,8,6
6.3,1754193782,3131,20596.66,-44627.32,-24030.66,1,63,3,8,6
11.51,1754193813,3497,24247.85,-62818.09,-38570.24,1,63,3,8,6
1.05,1754193858,3384,18530.24,-67.36,18462.88,0,64,3,8,6
1.33,1754193871,3267,25711.04,-1269.62,24441.42,0,64,3,8,6
2.49,1754193888,4816,54220.81,-44421.41,9799.4,1,64,3,8,6
1.35,1754193920,3847,28874.85,-2114.98,26759.87,0,65,3,8,6
1.9,1754193930,3371,27476.27,-10679.57,16796.7,0,65,3,8,6
1.55,1754193949,3607,30715.76,-5442.54,25273.22,0,65,3,8,6
3.34,1754193968,3283,28402.8,-32575.26,-4172.46,1,66,3,8,6
1.05,1754194000,3381,24500.79,-56.16,24444.63,0,66,3,8,6
4.6,1754194010,2933,33366.31,-58147.44,-24781.13,1,66,3,8,6
1.61,1754194045,100,1535327.41,-336771.49,1198555.92,0,67,3,8,6
1.0,1754194064,3217,24550.43,-0.0,24550.43,0,67,3,8,6
6.67,1754194074,2767,32655.11,-74706.38,-42051.27,1,67,3,8,6
4.33,1754194111,2936,31737.1,-57522.91,-25785.81,1,68,3,8,6
1.36,1754194141,2958,25653.94,-2148.69,23505.25,0,69,3,8,6
1.65,1754194160,2912,31318.76,-7921.0,23397.76,0,69,3,8,6
5.17,1754194176,3211,29090.95,-54649.74,-25558.79,1,69,3,8,6
3.41,1754194208,3657,28047.28,-40217.31,-12170.03,1,70,3,8,6
8.35,1754194240,3083,21071.49,-45202.47,-24130.98,1,70,3,8,6
1.68,1754194269,3611,27615.28,-7345.21,20270.07,0,71,3,8,6
1.07,1754194287,3179,20663.66,-25.6,20638.06,0,71,3,8,6
1.95,1754194298,3181,23681.54,-7500.85,16180.69,0,71,3,8,6
4.39,1754194317,3456,27434.41,-46746.51,-19312.1,1,71,3,8,6
1.06,1754194345,3763,29527.78,-304.63,29223.15,0,72,3,8,6
1.65,1754194357,3159,20783.8,-4354.04,16429.76,0,72,3,8,6
1.33,1754194374,34,7148156.44,-746687.38,6401469.06,0,72,3,8,6
3.96,1754194394,3129,28465.53,-47171.05,-18705.52,1,73,3,8,6
3.67,1754194415,3172,26585.88,-45128.72,-18542.84,1,73,3,8,6
1.72,1754194448,3430,24577.09,-6383.77,18193.32,0,74,3,8,6
2.22,1754194460,2952,35604.15,-25916.38,9687.77,1,74,3,8,6
2.0,1754194480,3296,25062.12,-12061.18,13000.94,1,74,3,8,6
1.22,1754194503,3017,22987.16,-707.88,22279.28,0,75,3,8,6
2.4,1754194513,2912,38212.89,-34952.87,3260.02,1,75,3,8,6
1.89,1754194534,3028,26924.35,-12938.5,13985.85,0,75,3,8,6
7.26,1754194552,3085,28845.05,-58096.67,-29251.62,1,75,3,8,6
2.82,1754194583,2919,31447.28,-33970.79,-2523.51,1,76,3,8,6
15.99,1754194609,3120,22184.59,-58198.71,-36014.12,1,76,3,8,6
1.67,1754194651,3340,24708.12,-6040.37,18667.75,0,77,3,8,6
2.2,1754194670,3230,22280.1,-17013.73,5266.37,1,77,3,8,6
1.58,1754194689,3402,27726.26,-5877.32,21848.94,0,78,3,8,6
1.41,1754194703,3446,29619.47,-3356.61,26262.86,0,78,3,8,6
1.16,1754194720,2842,31483.66,-884.08,30599.58,0,78,3,8,6
3.32,1754194745,2541,24816.82,-31946.82,-7130.0,1,79,3,8,6
1.0,1754194767,2932,33502.97,-0.0,33502.97,0,79,3,8,6
8.5,1754194784,2599,23627.91,-54336.55,-30708.64,1,79,3,8,6
1.05,1754194819,2998,30483.71,-3.27,30480.44,0,80,3,8,6
1.59,1754194835,3133,26673.99,-6144.53,20529.46,0,80,3,8,6
2.72,1754194846,2898,35534.92,-37976.42,-2441.5,1,80,3,8,6
2.06,1754194873,2977,38582.59,-27503.65,11078.94,1,81,3,8,6
1.65,1754194893,2891,32434.87,-8538.75,23896.12,0,81,3,8,6
1.18,1754194906,2635,27525.43,-570.23,26955.2,0,81,3,8,6
1.47,1754194916,2668,37862.44,-4878.6,32983.84,0,81,3,8,6
187.75,1754194940,2468,30139.69,-118076.55,-87936.86,1,82,3,8,6
6.45,1754195010,2994,37421.63,-74631.04,-37209.41,1,83,3,8,6
1.09,1754195042,4253,52171.56,-287.03,51884.53,0,84,3,8,6
1.28,1754195059,2521,27452.17,-2515.37,24936.8,0,84,3,8,6
1.2,1754195069,2493,31439.4,-2170.56,29268.84,0,84,3,8,6
6.68,1754195081,2668,34983.57,-74823.44,-39839.87,1,84,3,8,6
1.1,1754195114,3305,25317.94,-1018.34,24299.6,0,85,3,8,6
3.01,1754195114,3122,22804.17,-30820.27,-8016.1,1,85,3,8,6
6.48,1754195197,3130,20926.77,-41054.23,-20127.46,1,86,3,8,6
35.36,1754195229,3390,29581.62,-87781.33,-58199.71,1,87,3,8,6
1.13,1754195282,3531,32008.88,-1027.63,30981.25,0,88,3,8,6
1.25,1754195293,2918,36057.85,-1640.93,34416.92,0,88,3,8,6
1.04,1754195307,2974,37128.52,-3.3,37125.22,0,88,3,8,6
2.2,1754195318,2996,34740.06,-23534.34,11205.72,1,88,3,8,6
1.7,1754195338,3678,35402.59,-10273.99,25128.6,0,88,3,8,6
2.0,1754195354,3348,24180.24,-12031.96,12148.28,1,89,3,8,6
1.16,1754195373,3220,27344.65,-1001.65,26343.0,0,89,3,8,6
1.71,1754195385,3300,29125.18,-7889.8,21235.38,0,89,3,8,6
1.15,1754195402,3091,30558.01,-1040.01,29518.0,0,90,3,8,6
36.0,1754195414,2852,38918.78,-134439.31,-95520.53,1,90,3,8,6
1.18,1754195467,3367,27423.57,-1166.66,26256.91,0,91,3,8,6
2.71,1754195479,2865,35346.31,-39995.6,-4649.29,1,91,3,8,6
4.38,1754195501,3046,25680.24,-42200.29,-16520.05,1,91,3,8,6
1.68,1754195530,3579,32559.94,-7701.16,24858.78,0,92,3,8,6
28.33,1754195546,3410,30062.4,-83407.34,-53344.94,1,92,3,8,6
3.29,1754195596,3535,24955.63,-32854.36,-7898.73,1,93,3,8,6
1.02,1754195620,3492,30576.97,-1.09,30575.88,0,93,3,8,6
15.11,1754195631,3448,27324.91,-70662.15,-43337.24,1,93,3,8,6
4.83,1754195674,3977,31861.27,-55176.63,-23315.36,1,94,3,8,6
3.01,1754195702,3640,30494.9,-32157.69,-1662.79,1,95,3,8,6
1.55,1754195726,3991,30213.19,-4634.01,25579.18,0,95,3,8,6
8.65,1754195741,3923,28424.99,-67210.27,-38785.28,1,95,3,8,6
1.48,1754195779,4508,32574.91,-3673.52,28901.39,0,96,3,8,6
3.65,1754195794,4396,36818.02,-53218.4,-16400.38,1,96,3,8,6
17.2,1754195822,4050,25198.92,-73164.81,-47965.89,1,97,3,8,6
1.64,1754195866,4547,29513.15,-6158.28,23354.87,0,97,3,8,6
1.92,1754195883,4521,38625.33,-16399.51,22225.82,0,98,3,8,6
10.93,1754195901,4631,35393.54,-86837.3,-51443.76,1,98,3,8,6
4.56,1754195941,4949,39454.8,-60466.15,-21011.35,1,99,3,8,6
1.2,1754195970,4572,35695.7,-1354.01,34341.69,0,99,3,8,6
2.15,1754195982,4185,29855.62,-20746.55,9109.07,1,99,3,8,6
1.76,1754196003,5027,37981.4,-10705.97,27275.43,0,100,3,8,6
3.53,1754196021,5064,39396.9,-55391.39,-15994.49,1,100,3,8,6
1.02,1754196048,4558,32457.49,-14.06,32443.43,0,100,3,8,6
1.12,1754196058,4920,40159.86,-195.78,39964.08,0,100,3,8,6
4.86,1754196071,4352,31965.41,-60513.77,-28548.36,1,101,3,8,6
1.66,1754196100,4753,34078.26,-8933.7,25144.56,0,101,3,8,6
32.41,1754196117,4541,30305.75,-101280.34,-70974.59,1,101,3,8,6
1.51,1754196172,4734,31355.09,-3395.21,27959.88,0,102,3,8,6
1.49,1754196185,4951,34009.75,-3069.47,30940.28,0,103,3,8,6
1.37,1754196201,4774,39076.76,-2540.81,36535.95,0,103,3,8,6
1.49,1754196216,4458,32077.11,-4336.45,27740.66,0,103,3,8,6
1.08,1754196232,4388,30944.96,-243.83,30701.13,0,103,3,8,6
1.96,1754196245,3921,26298.22,-8857.72,17440.5,0,104,3,8,6
1.38,1754196266,4337,35041.63,-2240.69,32800.94,0,104,3,8,6
3.26,1754196281,3780,23276.37,-25762.38,-2486.01,1,104,3,8,6
1.43,1754196307,4349,33305.96,-4457.64,28848.32,0,105,3,8,6
1.16,1754196322,3902,27325.42,-217.42,27108.0,0,105,3,8,6
1.33,1754196335,3278,25988.54,-2630.45,23358.09,0,105,3,8,6
14.41,1754196350,3131,23866.83,-66490.95,-42624.12,1,105,3,8,6
3.2,1754196393,3885,27063.52,-31278.64,-4215.12,1,106,3,8,6
48.12,1754196418,4081,29202.49,-98112.8,-68910.31,1,106,3,8,6
1.11,1754196476,3950,27968.82,-325.23,27643.59,0,107,3,8,6
1.47,1754196498,3738,25344.3,-4458.08,20886.22,0,108,3,8,6
5.4,1754196514,3698,28405.73,-48040.93,-19635.2,1,108,3,8,6
1.26,1754196547,4602,31315.86,-1455.77,29860.09,0,109,3,8,6
2.56,1754196565,4080,30040.08,-27105.36,2934.72,1,109,3,8,6
3.35,1754196591,4356,24260.85,-29558.68,-5297.83,1,109,3,8,6
1.07,1754196621,4768,34609.81,-26.23,34583.58,0,110,3,8,6
1.21,1754196635,4368,30205.64,-1092.02,29113.62,0,110,3,8,6
13.04,1754196650,4352,27943.92,-72845.7,-44901.78,1,110,3,8,6
10.59,1754196696,4727,25992.32,-73392.19,-47399.87,1,111,3,8,6
1.2,1754196738,4682,24183.56,-573.14,23610.42,0,112,3,8,6
8.54,1754196756,3981,25683.62,-55645.14,-29961.52,1,112,3,8,6
4.12,1754196795,5261,29340.27,-42422.66,-13082.39,1,113,3,8,6
1.09,1754196827,5000,31299.98,-188.45,31111.53,0,113,3,8,6
8.83,1754196840,4976,27501.28,-70527.18,-43025.9,1,114,3,8,6
19.15,1754196877,5757,38890.08,-118429.03,-79538.95,1,114,3,8,6
2.7,1754196924,5265,31099.87,-20193.6,10906.27,1,115,3,8,6
1.25,1754196947,5459,32940.56,-992.38,31948.18,0,115,3,8,6
3.28,1754196962,5120,31751.28,-43257.04,-11505.76,1,116,3,8,6
1.31,1754196989,5926,34381.26,-2636.54,31744.72,0,116,3,8,6
1.14,1754197003,5690,40187.23,-1117.79,39069.44,0,116,3,8,6
1.0,1754197016,5058,33268.75,-0.0,33268.75,0,116,3,8,6
1.41,1754197026,4839,27164.17,-2415.3,24748.87,0,117,3,8,6
1.46,1754197040,4601,30982.41,-5523.36,25459.05,0,117,3,8,6
4.16,1754197057,4427,22772.29,-33445.61,-10673.32,1,117,3,8,6
1.04,1754197085,5316,33282.9,-29.56,33253.34,0,118,3,8,6
9.0,1754197095,4640,28567.68,-69524.02,-40956.34,1,118,3,8,6
1.39,1754197132,5115,26455.71,-2142.93,24312.78,0,118,3,8,6
2.57,1754197148,5318,39322.0,-37254.21,2067.79,1,119,3,8,6
1.62,1754197170,4637,28988.05,-7174.21,21813.84,0,119,3,8,6
1.6,1754197186,5436,34749.55,-5607.04,29142.51,0,119,3,8,6
1.3,1754197206,4809,31092.99,-1472.34,29620.65,0,120,3,8,6
1.6,1754197220,4216,25386.02,-5110.16,20275.86,0,120,3,8,6
4.43,1754197236,4040,28453.91,-48110.16,-19656.25,1,120,3,8,6
1.42,1754197265,4582,29121.34,-3649.4,25471.94,0,121,3,8,6
1.89,1754197280,4212,25167.56,-9948.44,15219.12,0,121,3,8,6
1.75,1754197297,4020,24094.59,-9263.01,14831.58,0,121,3,8,6
1.52,1754197319,3876,24817.49,-4621.37,20196.12,0,121,3,8,6
1.3,1754197333,3757,26173.91,-1634.93,24538.98,0,122,3,8,6
1.91,1754197347,3368,21994.6,-8886.55,13108.05,0,122,3,8,6
8.18,1754197365,3503,26403.69,-62921.98,-36518.29,1,122,3,8,6
2.56,1754197400,3963,25688.52,-22165.56,3522.96,1,123,3,8,6
3.5,1754197422,4129,30904.98,-41769.15,-10864.17,1,123,3,8,6
6.87,1754197449,4281,34825.79,-66887.91,-32062.12,1,124,3,8,6
6.0,1754197481,4414,28293.59,-63409.13,-35115.54,1,124,3,8,6
2.0,1754197518,4465,31141.89,-11431.22,19710.67,1,125,3,8,6
13.55,1754197540,4486,26148.28,-74817.08,-48668.8,1,125,3,8,6
1.32,1754197584,5011,30942.71,-3598.4,27344.31,0,126,3,8,6
4.59,1754197601,4331,24471.56,-40485.67,-16014.11,1,126,3,8,6
2.14,1754197629,5179,36872.97,-22710.19,14162.78,1,127,3,8,6
1.51,1754197649,5277,37891.35,-5704.83,32186.52,0,127,3,8,6
1.0,1754197666,4833,32276.93,-0.0,32276.93,0,127,3,8,6
2.22,1754197676,4445,38810.83,-29297.91,9512.92,1,127,3,8,6
3.38,1754197695,5014,32352.49,-45458.16,-13105.67,1,128,3,8,6
1.57,1754197723,4750,29556.52,-7181.35,22375.17,0,128,3,8,6
1.61,1754197739,4263,25573.71,-6243.68,19330.03,0,128,3,8,6
1.59,1754197755,4726,37334.59,-8640.48,28694.11,0,129,3,8,6
2.82,1754197772,4178,32397.55,-33464.0,-1066.45,1,129,3,8,6
1.29,1754197795,4707,38228.78,-3407.5,34821.28,0,129,3,8,6
4.58,1754197811,3907,31678.83,-51421.55,-19742.72,1,130,3,8,6
3.58,1754197840,4015,26599.88,-38034.62,-11434.74,1,130,3,8,6
1.35,1754197866,4482,32449.73,-4043.22,28406.51,0,131,3,8,6
2.71,1754197882,4202,32636.19,-35197.1,-2560.91,1,131,3,8,6
1.1,1754197903,4551,36095.31,-196.21,35899.1,0,131,3,8,6
1.08,1754197916,4160,29074.52,-126.43,28948.09,0,131,3,8,6
1.26,1754197926,3514,27326.99,-1409.93,25917.06,0,132,3,8,6
1.03,1754197938,3164,23756.09,-28.91,23727.18,0,132,3,8,6
1.05,1754197950,2696,35548.22,-63.46,35484.76,0,132,3,8,6
1.4,1754197964,2406,29868.0,-2866.66,27001.34,0,132,3,8,6
2.35,1754197977,2406,28696.94,-23884.27,4812.67,1,132,3,8,6
1.92,1754197998,2948,33899.44,-16144.38,17755.06,0,133,3,8,6
6.57,1754198017,2915,34763.08,-70290.66,-35527.58,1,133,3,8,6
2.03,1754198050,3119,22359.13,-9765.4,12593.73,1,134,3,8,6
3.17,1754198066,3341,23696.49,-27569.09,-3872.6,1,134,3,8,6
1.78,1754198090,3559,28527.5,-9589.55,18937.95,0,134,3,8,6
1.1,1754198110,3326,22849.6,-76.48,22773.12,0,135,3,8,6
1.73,1754198120,2751,33049.55,-10646.55,22403.0,0,135,3,8,6
1.81,1754198138,2948,35257.62,-13555.09,21702.53,0,135,3,8,6
2.36,1754198157,2831,37151.27,-36268.29,882.98,1,135,3,8,6
108.43,1754198177,3176,26071.85,-78939.22,-52867.37,1,136,3,8,6
84.42,1754198246,3557,25376.16,-91106.96,-65730.8,1,137,3,8,6
1.0,1754198314,3972,26002.55,-0.0,26002.55,0,138,3,8,6
229.68,1754198328,3297,21889.26,-107243.95,-85354.69,1,138,3,8,6
72.94,1754198408,4777,29762.3,-158509.81,-128747.51,1,140,3,8,6
1.12,1754198476,4951,31834.11,-3209.4,28624.71,0,141,3,8,6
1.38,1754198495,4490,35258.09,-2562.02,32696.07,0,141,3,8,6
9.1,1754198510,4078,29328.06,-65483.71,-36155.65,1,141,3,8,6
4.01,1754198548,5284,31036.31,-40048.46,-9012.15,1,142,3,8,6
1.05,1754198580,5085,33411.93,-62.88,33349.05,0,143,3,8,6
1.23,1754198596,4317,24671.64,-1512.09,23159.55,0,143,3,8,6
1.99,1754198612,4761,30008.76,-11282.15,18726.61,0,143,3,8,6
3.3,1754198633,4855,32013.95,-38197.29,-6183.34,1,143,3,8,6
1.72,1754198662,5503,38068.96,-11475.25,26593.71,0,144,3,8,6
3.06,1754198680,4757,33940.08,-36568.01,-2627.93,1,144,3,8,6
2.74,1754198705,4740,24471.33,-24874.36,-403.03,1,145,3,8,6
2.8,1754198728,5166,32551.13,-36478.57,-3927.44,1,145,3,8,6
3.61,1754198752,5205,36905.25,-54802.81,-17897.56,1,145,3,8,6
1.1,1754198777,5463,32683.77,-163.21,32520.56,0,146,3,8,6
1.15,1754198791,4687,28298.61,-833.89,27464.72,0,146,3,8,6
1.21,1754198802,4203,28030.5,-1409.52,26620.98,0,146,3,8,6
3.16,1754198816,3984,29054.96,-33992.4,-4937.44,1,146,3,8,6
1.18,1754198841,5148,31384.56,-1839.4,29545.16,0,147,3,8,6
1.12,1754198856,4290,32441.21,-1503.24,30937.97,0,147,3,8,6
1.0,1754198866,3655,28437.15,-0.0,28437.15,0,147,3,8,6
1.15,1754198875,3766,34051.53,-1416.91,32634.62,0,147,3,8,6
1.0,1754198887,3284,26400.46,-0.0,26400.46,0,148,3,8,6
1.24,1754198896,3002,21228.07,-1004.42,20223.65,0,148,3,8,6
1.11,1754198909,2838,34647.45,-1448.12,33199.33,0,148,3,8,6
4.95,1754198920,2642,29438.12,-45347.08,-15908.96,1,148,3,8,6
1.21,1754198950,3979,27744.75,-1753.99,25990.76,0,149,3,8,6
13.95,1754198964,3391,21575.07,-59455.43,-37880.36,1,149,3,8,6
6.98,1754199007,4175,20340.42,-46678.69,-26338.27,1,150,3,8,6
1.74,1754199041,4628,24145.85,-4350.85,19795.0,0,150,3,8,6
1.57,1754199060,4336,26353.07,-4841.77,21511.3,0,151,3,8,6
1.7,1754199075,4173,24723.91,-6364.99,18358.92,0,151,3,8,6
6.45,1754199094,4103,30233.3,-67199.59,-36966.29,1,151,3,8,6
1.01,1754199126,4995,31105.05,-0.0,31105.05,0,152,3,8,6
4.14,1754199140,4229,24483.36,-38449.39,-13966.03,1,152,3,8,6
3.67,1754199168,4382,21381.96,-33086.85,-11704.89,1,152,3,8,6
1.07,1754199193,4840,25302.34,-21.51,25280.83,0,153,3,8,6
1.08,1754199204,4342,27146.74,-241.69,26905.05,0,153,3,8,6
1.36,1754199217,3975,29490.24,-2342.38,27147.86,0,153,3,8,6
2.48,1754199230,3814,25257.89,-19633.7,5624.19,1,153,3,8,6
49.16,1754199251,4362,32968.91,-105046.23,-72077.32,1,154,3,8,6
1.1,1754199312,4885,26072.94,-139.02,25933.92,0,155,3,8,6
1.0,1754199326,4063,23698.23,-0.0,23698.23,0,155,3,8,6
1.14,1754199336,3948,27466.95,-512.83,26954.12,0,155,3,8,6
1.54,1754199347,3910,30044.33,-3776.37,26267.96,0,155,3,8,6
1.0,1754199362,3952,28890.53,-0.0,28890.53,0,156,3,8,6
1.71,1754199372,3621,26033.45,-4305.36,21728.09,0,156,3,8,6
3.88,1754199389,3826,26881.94,-33706.54,-6824.6,1,156,3,8,6
1.67,1754199418,4511,27764.37,-4550.76,23213.61,0,156,3,8,6
1.06,1754199434,4100,28910.81,-205.16,28705.65,0,157,3,8,6
1.44,1754199445,3338,19194.19,-1198.5,17995.69,0,157,3,8,6
1.78,1754199459,3296,24349.9,-5887.15,18462.75,0,157,3,8,6
1.84,1754199476,3390,21060.34,-7416.51,13643.83,0,157,3,8,6
7.87,1754199495,3422,24189.51,-54785.83,-30596.32,1,158,3,8,6
9.48,1754199530,4101,26491.69,-64306.03,-37814.34,1,158,3,8,6
1.42,1754199568,4480,27024.43,-1892.41,25132.02,0,159,3,8,6
5.27,1754199583,3804,22567.08,-39135.36,-16568.28,1,159,3,8,6
17.76,1754199614,4620,30359.36,-87487.4,-57128.04,1,160,3,8,6
1.65,1754199662,4558,22126.62,-4133.54,17993.08,0,161,3,8,6
1.83,1754199678,4615,25477.5,-7965.75,17511.75,0,161,3,8,6
2.0,1754199699,4636,31128.4,-14376.31,16752.09,1,161,3,8,6
7.84,1754199718,4966,32696.45,-62568.73,-29872.28,1,161,3,8,6
3.18,1754199755,4963,29300.47,-31355.08,-2054.61,1,162,3,8,6
4.74,1754199776,5138,30006.19,-46937.35,-16931.16,1,162,3,8,6
3.09,1754199811,5484,35815.18,-39275.42,-3460.24,1,163,3,8,6
1.19,1754199833,5451,29495.1,-492.35,29002.75,0,163,3,8,6
8.9,1754199852,4468,24711.75,-58115.89,-33404.14,1,164,3,8,6
1.08,1754199885,5714,29822.32,-308.24,29514.08,0,164,3,8,6
1.51,1754199898,5132,34680.54,-4133.97,30546.57,0,164,3,8,6
1.86,1754199914,4829,26896.05,-9289.49,17606.56,0,165,3,8,6
2.29,1754199934,4766,30625.39,-24832.16,5793.23,1,165,3,8,6
1.43,1754199954,5211,29723.49,-3252.09,26471.4,0,165,3,8,6
1.92,1754199969,4577,27677.51,-10155.57,17521.94,0,166,3,8,6
1.15,1754199985,4459,29493.61,-428.18,29065.43,0,166,3,8,6
1.02,1754199998,4049,32185.15,-7.54,32177.61,0,166,3,8,6
7.06,1754200008,3487,31841.97,-61519.98,-29678.01,1,166,3,8,6
4.35,1754200041,4467,34254.47,-55263.31,-21008.84,1,167,3,8,6
1.12,1754200072,4740,33221.37,-299.35,32922.02,0,167,3,8,6
1.83,1754200084,3936,28158.49,-14207.46,13951.03,0,168,3,8,6
1.24,1754200099,4153,25568.19,-672.92,24895.27,0,168,3,8,6
2.31,1754200114,3714,25027.63,-17952.34,7075.29,1,168,3,8,6
1.43,1754200135,4340,29215.11,-1540.41,27674.7,0,168,3,8,6
1.71,1754200152,3650,25503.28,-7284.89,18218.39,0,169,3,8,6
1.0,1754200168,3461,25891.04,-0.0,25891.04,0,169,3,8,6
2.96,1754200179,3297,26120.67,-30599.14,-4478.47,1,169,3,8,6
2.59,1754200202,3455,27314.2,-29805.44,-2491.24,1,170,3,8,6
1.56,1754200225,3579,24615.88,-4814.56,19801.32,0,170,3,8,6
1.95,1754200241,3166,19450.05,-8219.23,11230.82,0,170,3,8,6
1.31,1754200262,3299,26622.16,-969.85,25652.31,0,171,3,8,6
5.02,1754200274,3094,21891.14,-40041.52,-18150.38,1,171,3,8,6
1.91,1754200303,3759,22522.76,-7911.65,14611.11,0,171,3,8,6
7.33,1754200324,3399,25223.26,-48351.87,-23128.61,1,172,3,8,6
14.62,1754200357,3676,19088.84,-55858.1,-36769.26,1,172,3,8,6
1.14,1754200401,4062,20947.14,-235.51,20711.63,0,173,3,8,6
3.26,1754200423,3826,22193.26,-27761.5,-5568.24,1,173,3,8,6
2.42,1754200451,4362,26925.67,-22375.14,4550.53,1,174,3,8,6
1.35,1754200474,4164,19444.77,-1633.46,17811.31,0,174,3,8,6
1.85,1754200493,4153,27676.42,-11112.65,16563.77,0,174,3,8,6
1.23,1754200508,4187,25257.22,-554.21,24703.01,0,175,3,8,6
5.31,1754200523,3752,27730.08,-52664.61,-24934.53,1,175,3,8,6
12.17,1754200553,4456,32064.36,-74445.89,-42381.53,1,175,3,8,6
1.66,1754200595,4418,25074.43,-6342.54,18731.89,0,176,3,8,6
1.51,1754200611,4107,25506.18,-7160.17,18346.01,0,176,3,8,6
2.09,1754200627,3980,23409.4,-15207.42,8201.98,1,177,3,8,6
1.2,1754200647,4796,31957.71,-775.48,31182.23,0,177,3,8,6
1.63,1754200659,4030,25674.81,-4850.46,20824.35,0,177,3,8,6
4.11,1754200676,4141,32232.09,-50050.56,-17818.47,1,177,3,8,6
3.18,1754200701,4310,23786.01,-31832.58,-8046.57,1,178,3,8,6
2.4,1754200728,4361,27672.14,-24852.71,2819.43,1,178,3,8,6
2.11,1754200749,4396,28957.67,-25904.58,3053.09,1,179,3,8,6
1.1,1754200769,4394,24772.48,-94.51,24677.97,0,179,3,8,6
1.8,1754200781,3643,26612.05,-8735.46,17876.59,0,179,3,8,6
17.68,1754200798,3915,28234.32,-76324.86,-48090.54,1,179,3,8,6
1.81,1754200847,4731,28497.36,-8398.15,20099.21,0,180,3,8,6
3.61,1754200863,4213,26303.7,-36447.6,-10143.9,1,181,3,8,6
1.38,1754200891,4418,27985.96,-2697.87,25288.09,0,181,3,8,6
2.0,1754200904,4582,29181.37,-16428.13,12753.24,1,181,3,8,6
1103.4,1754200923,4055,25431.53,-100350.71,-74919.18,1,182,3,8,6
4.72,1754201018,4967,25893.26,-45571.66,-19678.4,1,183,3,8,6
1.0,1754201047,5086,24390.85,-0.0,24390.85,0,184,3,8,6
2.19,1754201059,3818,27020.61,-17822.07,9198.54,1,184,3,8,6
3.24,1754201096,4815,28903.76,-39092.82,-10189.06,1,184,3,8,6
1.43,1754201123,5075,27416.61,-2698.09,24718.52,0,185,3,8,6
1.69,1754201139,4305,25304.99,-5310.04,19994.95,0,185,3,8,6
1.9,1754201153,4349,29621.6,-16768.49,12853.11,0,185,3,8,6
3.67,1754201172,4596,28245.57,-43090.12,-14844.55,1,186,3,8,6
1.7,1754201199,4992,30741.08,-10857.14,19883.94,0,186,3,8,6
1.0,1754201217,4346,30673.28,-0.0,30673.28,0,186,3,8,6
3.56,1754201225,3700,26656.66,-41513.57,-14856.91,1,187,3,8,6
2.19,1754201251,4400,28315.55,-23787.63,4527.92,1,187,3,8,6
1.51,1754201272,4295,23475.94,-3710.87,19765.07,0,187,3,8,6
2.2,1754201288,3767,26336.64,-21784.51,4552.13,1,188,3,8,6
2.69,1754201307,4385,30394.55,-37370.64,-6976.09,1,188,3,8,6
1.05,1754201328,4154,25229.46,-35.25,25194.21,0,188,3,8,6
3.79,1754201340,3993,30958.95,-47577.83,-16618.88,1,189,3,8,6
1.89,1754201366,4637,33140.45,-16452.04,16688.41,0,189,3,8,6
4.58,1754201384,4498,28156.77,-51898.26,-23741.49,1,189,3,8,6
8.42,1754201415,4169,26833.34,-57356.38,-30523.04,1,190,3,8,6
2.53,1754201449,4801,30391.1,-26574.76,3816.34,1,190,3,8,6
1.17,1754201472,4864,27934.23,-513.07,27421.16,0,191,3,8,6
2.47,1754201485,4391,29017.36,-23430.45,5586.91,1,191,3,8,6
2.04,1754201505,4943,28987.6,-16769.72,12217.88,1,191,3,8,6
1.83,1754201532,4812,29400.21,-11795.48,17604.73,0,192,3,8,6
29.69,1754201545,4609,28473.1,-92895.2,-64422.1,1,192,3,8,6
1.2,1754201596,5190,26269.79,-282.03,25987.76,0,193,3,8,6
2.71,1754201609,4819,31767.96,-35575.79,-3807.83,1,193,3,8,6
1.16,1754201633,4729,21165.88,-781.6,20384.28,0,193,3,8,6
1.45,1754201647,5019,29164.61,-2716.92,26447.69,0,194,3,8,6
1.56,1754201660,4598,31964.2,-6021.05,25943.15,0,194,3,8,6
1.0,1754201674,4381,26732.61,-0.0,26732.61,0,194,3,8,6
